StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,Label
1970/01/01 01:21:02.701544,0.096524,udp,10.0.2.15,65098,  <->,192.168.33.254,53,CON,0.0,0.0,2,313,87,0
1970/01/01 01:21:02.806211,0.092169,udp,10.0.2.15,62723,  <->,192.168.33.254,53,CON,0.0,0.0,2,325,87,0
1970/01/01 01:21:04.076597,0.029427,udp,10.0.2.15,55193,  <->,192.168.33.254,53,CON,0.0,0.0,2,494,95,0
1970/01/01 01:21:04.081517,0.043013,udp,10.0.2.15,60409,  <->,192.168.33.254,53,CON,0.0,0.0,2,554,83,0
1970/01/01 01:21:04.121523,0.043346,udp,10.0.2.15,57990,  <->,192.168.33.254,53,CON,0.0,0.0,2,441,88,0
1970/01/01 01:21:04.130240,63.057938,tcp,10.0.2.15,49284,   ->,52.42.6.91,443,FSPA_FSPA,0.0,0.0,47,17328,4328,0
1970/01/01 01:21:04.140774,0.037286,udp,10.0.2.15,57753,  <->,192.168.33.254,53,CON,0.0,0.0,2,554,83,0
1970/01/01 01:21:04.173317,0.038709,udp,10.0.2.15,63203,  <->,192.168.33.254,53,CON,0.0,0.0,2,257,88,0
1970/01/01 01:21:04.186020,0.027258,udp,10.0.2.15,52033,  <->,192.168.33.254,53,CON,0.0,0.0,2,511,123,0
1970/01/01 01:21:04.221005,0.02934,udp,10.0.2.15,64698,  <->,192.168.33.254,53,CON,0.0,0.0,2,324,123,0
1970/01/01 01:21:04.572765,0.033123,udp,10.0.2.15,52572,  <->,192.168.33.254,53,CON,0.0,0.0,2,202,77,0
1970/01/01 01:21:04.608956,94.50032,tcp,10.0.2.15,49285,   ->,93.184.220.29,80,FSPA_FSPA,0.0,0.0,33,4443,1795,0
1970/01/01 01:21:04.622768,0.077627,udp,10.0.2.15,53488,  <->,192.168.33.254,53,CON,0.0,0.0,2,202,77,0
1970/01/01 01:21:04.705317,0.073403,udp,10.0.2.15,52174,  <->,192.168.33.254,53,CON,0.0,0.0,2,172,78,0
1970/01/01 01:21:04.786220,0.065934,udp,10.0.2.15,61308,  <->,192.168.33.254,53,CON,0.0,0.0,2,224,78,0
1970/01/01 01:21:05.019844,5.69834,tcp,10.0.2.15,49286,   ->,52.222.171.188,443,FSPA_FSPA,0.0,0.0,19,5125,871,0
1970/01/01 01:21:05.487276,0.038908,udp,10.0.2.15,58088,  <->,192.168.33.254,53,CON,0.0,0.0,2,158,71,0
1970/01/01 01:21:05.529935,5.149461,tcp,10.0.2.15,49287,   ->,216.58.207.78,80,FSA_FSA,0.0,0.0,7,394,228,0
1970/01/01 01:21:05.539236,0.120576,udp,10.0.2.15,64321,  <->,192.168.33.254,53,CON,0.0,0.0,2,158,71,0
1970/01/01 01:21:05.601331,0.131557,udp,10.0.2.15,53184,  <->,192.168.33.254,53,CON,0.0,0.0,2,200,75,0
1970/01/01 01:21:05.668569,0.117104,udp,10.0.2.15,56415,  <->,192.168.33.254,53,CON,0.0,0.0,2,158,71,0
1970/01/01 01:21:05.748904,0.060079,udp,10.0.2.15,62120,  <->,192.168.33.254,53,CON,0.0,0.0,2,200,75,0
1970/01/01 01:21:05.792946,0.054209,udp,10.0.2.15,57126,  <->,192.168.33.254,53,CON,0.0,0.0,2,170,71,0
1970/01/01 01:21:05.814324,0.032905,udp,10.0.2.15,52151,  <->,192.168.33.254,53,CON,0.0,0.0,2,182,83,0
1970/01/01 01:21:05.821087,93.289993,tcp,10.0.2.15,49288,   ->,216.58.207.78,443,FSPA_FSPA,0.0,0.0,753,514120,31275,0
1970/01/01 01:21:05.857930,0.030865,udp,10.0.2.15,56352,  <->,192.168.33.254,53,CON,0.0,0.0,2,194,83,0
1970/01/01 01:21:05.936108,0.114293,udp,10.0.2.15,62504,  <->,192.168.33.254,53,CON,0.0,0.0,2,198,79,0
1970/01/01 01:21:06.069721,93.036728,tcp,10.0.2.15,49289,   ->,216.58.207.78,80,FSPA_FSPA,0.0,0.0,56,13176,4886,0
1970/01/01 01:21:06.072472,0.072866,udp,10.0.2.15,55661,  <->,192.168.33.254,53,CON,0.0,0.0,2,198,79,0
1970/01/01 01:21:06.116307,1.300379,tcp,10.0.2.15,49290,   ->,216.58.207.78,443,FSPA_FSPA,0.0,0.0,78,51941,2111,0
1970/01/01 01:21:06.156892,0.126199,udp,10.0.2.15,60599,  <->,192.168.33.254,53,CON,0.0,0.0,2,176,80,0
1970/01/01 01:21:06.286445,0.029836,udp,10.0.2.15,65457,  <->,192.168.33.254,53,CON,0.0,0.0,2,188,80,0
1970/01/01 01:21:06.718249,5.856391,tcp,10.0.2.15,49291,   ->,52.222.171.188,443,FSPA_FSPA,0.0,0.0,20,5179,871,0
1970/01/01 01:21:06.750970,0.104462,udp,10.0.2.15,61978,  <->,192.168.33.254,53,CON,0.0,0.0,2,206,77,0
1970/01/01 01:21:06.861768,92.243561,tcp,10.0.2.15,49292,   ->,216.58.207.67,443,FSPA_FSPA,0.0,0.0,31,6773,1383,0
1970/01/01 01:21:06.862343,0.173355,tcp,10.0.2.15,49293,   ->,216.58.207.67,443,FSRPA_SRPA,0.0,0.0,22,6088,1052,0
1970/01/01 01:21:06.866681,0.109498,udp,10.0.2.15,57191,  <->,192.168.33.254,53,CON,0.0,0.0,2,206,77,0
1970/01/01 01:21:06.997056,0.067025,udp,10.0.2.15,59345,  <->,192.168.33.254,53,CON,0.0,0.0,2,186,85,0
1970/01/01 01:21:07.069938,0.042445,udp,10.0.2.15,52279,  <->,192.168.33.254,53,CON,0.0,0.0,2,198,85,0
1970/01/01 01:21:07.915247,0.038696,udp,10.0.2.15,51297,  <->,192.168.33.254,53,CON,0.0,0.0,2,210,84,0
1970/01/01 01:21:07.926380,0.041836,udp,10.0.2.15,54512,  <->,192.168.33.254,53,CON,0.0,0.0,2,222,90,0
1970/01/01 01:21:07.961237,91.142784,tcp,10.0.2.15,49294,   ->,216.58.207.66,443,FSPA_FSPA,0.0,0.0,64,21129,4730,0
1970/01/01 01:21:07.968159,0.040342,udp,10.0.2.15,50445,  <->,192.168.33.254,53,CON,0.0,0.0,2,210,84,0
1970/01/01 01:21:07.974025,0.030546,udp,10.0.2.15,49210,  <->,192.168.33.254,53,CON,0.0,0.0,2,190,87,0
1970/01/01 01:21:08.013850,0.029603,udp,10.0.2.15,63038,  <->,192.168.33.254,53,CON,0.0,0.0,2,190,87,0
1970/01/01 01:21:08.053313,0.047409,udp,10.0.2.15,50909,  <->,192.168.33.254,53,CON,0.0,0.0,2,234,87,0
1970/01/01 01:21:08.054591,0.046044,udp,10.0.2.15,55152,  <->,192.168.33.254,53,CON,0.0,0.0,2,234,87,0
1970/01/01 01:21:09.061688,0.07193,udp,10.0.2.15,49623,  <->,192.168.33.254,53,CON,0.0,0.0,2,229,85,0
1970/01/01 01:21:09.082416,0.097206,tcp,10.0.2.15,49295,   ->,216.58.207.66,443,SRPA_SRPA,0.0,0.0,22,5740,1067,0
1970/01/01 01:21:09.140427,89.925964,tcp,10.0.2.15,49296,   ->,216.58.207.65,443,FSPA_FSPA,0.0,0.0,31,6256,1391,0
1970/01/01 01:21:09.149139,0.049757,udp,10.0.2.15,63296,  <->,192.168.33.254,53,CON,0.0,0.0,2,207,73,0
1970/01/01 01:21:09.150193,0.044034,udp,10.0.2.15,56361,  <->,192.168.33.254,53,CON,0.0,0.0,2,187,71,0
1970/01/01 01:21:09.152718,0.04613,udp,10.0.2.15,61837,  <->,192.168.33.254,53,CON,0.0,0.0,2,215,87,0
1970/01/01 01:21:09.198714,0.029192,udp,10.0.2.15,52385,  <->,192.168.33.254,53,CON,0.0,0.0,2,172,78,0
1970/01/01 01:21:09.207680,0.046228,udp,10.0.2.15,62343,  <->,192.168.33.254,53,CON,0.0,0.0,2,204,94,0
1970/01/01 01:21:09.221495,89.845619,tcp,10.0.2.15,49297,   ->,172.217.23.162,443,FSPA_FSPA,0.0,0.0,63,16611,5517,0
1970/01/01 01:21:09.222615,0.163609,tcp,10.0.2.15,49298,   ->,172.217.23.162,443,FSRPA_SPA,0.0,0.0,25,5992,1147,0
1970/01/01 01:21:09.241283,0.065292,udp,10.0.2.15,62824,  <->,192.168.33.254,53,CON,0.0,0.0,2,190,71,0
1970/01/01 01:21:09.243091,0.047353,udp,10.0.2.15,55527,  <->,192.168.33.254,53,CON,0.0,0.0,2,184,78,0
1970/01/01 01:21:09.258702,0.049224,udp,10.0.2.15,55422,  <->,192.168.33.254,53,CON,0.0,0.0,2,216,94,0
1970/01/01 01:21:09.331713,0.04154,udp,10.0.2.15,54986,  <->,192.168.33.254,53,CON,0.0,0.0,2,178,81,0
1970/01/01 01:21:09.338226,0.044091,udp,10.0.2.15,58671,  <->,192.168.33.254,53,CON,0.0,0.0,2,187,75,0
1970/01/01 01:21:09.347408,0.040374,udp,10.0.2.15,49532,  <->,192.168.33.254,53,CON,0.0,0.0,2,197,73,0
1970/01/01 01:21:09.385896,0.031617,udp,10.0.2.15,64456,  <->,192.168.33.254,53,CON,0.0,0.0,2,190,81,0
1970/01/01 01:21:09.389220,0.041618,udp,10.0.2.15,55159,  <->,192.168.33.254,53,CON,0.0,0.0,2,170,77,0
1970/01/01 01:21:09.394774,0.029147,udp,10.0.2.15,61516,  <->,192.168.33.254,53,CON,0.0,0.0,2,184,84,0
1970/01/01 01:21:09.427668,0.037617,udp,10.0.2.15,53610,  <->,192.168.33.254,53,CON,0.0,0.0,2,196,84,0
1970/01/01 01:21:09.429388,0.036709,udp,10.0.2.15,60981,  <->,192.168.33.254,53,CON,0.0,0.0,2,164,74,0
1970/01/01 01:21:09.438513,0.044403,udp,10.0.2.15,61315,  <->,192.168.33.254,53,CON,0.0,0.0,2,182,77,0
1970/01/01 01:21:09.474726,0.047546,udp,10.0.2.15,51860,  <->,192.168.33.254,53,CON,0.0,0.0,2,164,74,0
1970/01/01 01:21:09.487325,0.028363,udp,10.0.2.15,52492,  <->,192.168.33.254,53,CON,0.0,0.0,2,229,82,0
1970/01/01 01:21:09.496210,0.052531,udp,10.0.2.15,59438,  <->,192.168.33.254,53,CON,0.0,0.0,2,189,72,0
1970/01/01 01:21:09.510960,0.6734,tcp,10.0.2.15,49299,   ->,216.58.207.78,443,FSPA_FSPA,0.0,0.0,25,6268,1102,0
1970/01/01 01:21:09.524995,0.045159,udp,10.0.2.15,49366,  <->,192.168.33.254,53,CON,0.0,0.0,2,206,95,0
1970/01/01 01:21:09.534460,0.031781,udp,10.0.2.15,52743,  <->,192.168.33.254,53,CON,0.0,0.0,2,176,74,0
1970/01/01 01:21:09.556293,1.130464,tcp,10.0.2.15,49300,   ->,216.58.207.78,443,FSPA_FSPA,0.0,0.0,26,6322,1102,0
1970/01/01 01:21:09.557036,0.051828,udp,10.0.2.15,62073,  <->,192.168.33.254,53,CON,0.0,0.0,2,172,78,0
1970/01/01 01:21:09.573617,0.038242,udp,10.0.2.15,62637,  <->,192.168.33.254,53,CON,0.0,0.0,2,218,95,0
1970/01/01 01:21:09.578569,0.039295,udp,10.0.2.15,53518,  <->,192.168.33.254,53,CON,0.0,0.0,2,229,85,0
1970/01/01 01:21:09.651070,0.042867,udp,10.0.2.15,58963,  <->,192.168.33.254,53,CON,0.0,0.0,2,184,78,0
1970/01/01 01:21:09.654130,0.043513,udp,10.0.2.15,61904,  <->,192.168.33.254,53,CON,0.0,0.0,2,200,92,0
1970/01/01 01:21:09.654516,0.067951,udp,10.0.2.15,59044,  <->,192.168.33.254,53,CON,0.0,0.0,2,215,87,0
1970/01/01 01:21:09.730015,0.039757,udp,10.0.2.15,59923,  <->,192.168.33.254,53,CON,0.0,0.0,2,188,86,0
1970/01/01 01:21:09.731614,0.054353,udp,10.0.2.15,63252,  <->,192.168.33.254,53,CON,0.0,0.0,2,212,92,0
1970/01/01 01:21:09.794247,0.050168,udp,10.0.2.15,51307,  <->,192.168.33.254,53,CON,0.0,0.0,2,200,86,0
1970/01/01 01:21:09.979009,89.084839,tcp,10.0.2.15,49301,   ->,216.58.211.4,443,FSPA_FSPA,0.0,0.0,53,12293,4178,0
1970/01/01 01:21:10.107471,1.32756,tcp,10.0.2.15,49302,   ->,216.58.211.4,443,FSPA_FSPA,0.0,0.0,28,5931,1188,0
1970/01/01 01:21:10.148807,88.916206,tcp,10.0.2.15,49303,   ->,216.58.207.65,443,FSPA_FSPA,0.0,0.0,51,17684,2100,0
1970/01/01 01:21:10.150952,1.38603,tcp,10.0.2.15,49304,   ->,216.58.207.65,443,FSPA_FSPA,0.0,0.0,25,6242,1133,0
1970/01/01 01:21:10.152389,1.433312,tcp,10.0.2.15,49305,   ->,216.58.207.65,443,FSPA_FSPA,0.0,0.0,40,12103,1759,0
1970/01/01 01:21:10.368864,0.728965,tcp,10.0.2.15,49306,   ->,216.58.207.65,443,FSPA_FSPA,0.0,0.0,25,6240,1133,0
1970/01/01 01:21:10.371756,0.730979,tcp,10.0.2.15,49307,   ->,216.58.207.65,443,FSPA_FSPA,0.0,0.0,27,6349,1187,0
1970/01/01 01:21:10.717215,88.345444,tcp,10.0.2.15,49308,   ->,216.58.207.78,80,FSPA_FSPA,0.0,0.0,31,4230,1736,0
1970/01/01 01:21:10.721707,88.339249,tcp,10.0.2.15,49309,   ->,216.58.207.78,80,FSPA_FSPA,0.0,0.0,34,5657,2215,0
1970/01/01 01:21:10.882599,5.687733,tcp,10.0.2.15,49310,   ->,216.58.207.78,80,FSA_FSA,0.0,0.0,7,394,228,0
1970/01/01 01:21:10.883850,88.225151,tcp,10.0.2.15,49311,   ->,216.58.207.78,80,FSPA_FSPA,0.0,0.0,31,4230,1736,0
1970/01/01 01:21:10.899351,5.666834,tcp,10.0.2.15,49312,   ->,216.58.207.78,80,FSA_FSA,0.0,0.0,7,394,228,0
1970/01/01 01:21:12.587213,0.108303,udp,10.0.2.15,53719,  <->,192.168.33.254,53,CON,0.0,0.0,2,162,73,0
1970/01/01 01:21:12.722342,86.340622,tcp,10.0.2.15,49313,   ->,216.58.211.3,443,FSPA_FSPA,0.0,0.0,48,10039,3767,0
1970/01/01 01:21:12.749848,0.10958,udp,10.0.2.15,51117,  <->,192.168.33.254,53,CON,0.0,0.0,2,162,73,0
1970/01/01 01:21:12.901666,0.097932,udp,10.0.2.15,50166,  <->,192.168.33.254,53,CON,0.0,0.0,2,162,73,0
1970/01/01 01:21:13.013616,0.080934,udp,10.0.2.15,57452,  <->,192.168.33.254,53,CON,0.0,0.0,2,174,73,0
1970/01/01 01:21:13.402927,0.042641,udp,10.0.2.15,59394,  <->,192.168.33.254,53,CON,0.0,0.0,2,207,73,0
1970/01/01 01:21:13.472138,0.051443,udp,10.0.2.15,52992,  <->,192.168.33.254,53,CON,0.0,0.0,2,207,73,0
1970/01/01 01:21:13.534664,0.077923,udp,10.0.2.15,65063,  <->,192.168.33.254,53,CON,0.0,0.0,2,204,94,0
1970/01/01 01:21:13.628584,0.098611,udp,10.0.2.15,63771,  <->,192.168.33.254,53,CON,0.0,0.0,2,216,94,0
1970/01/01 01:21:13.979341,0.037908,udp,10.0.2.15,62730,  <->,192.168.33.254,53,CON,0.0,0.0,2,187,71,0
1970/01/01 01:21:14.055594,0.05484,udp,10.0.2.15,56604,  <->,192.168.33.254,53,CON,0.0,0.0,2,187,71,0
1970/01/01 01:21:14.130379,0.049784,udp,10.0.2.15,61005,  <->,192.168.33.254,53,CON,0.0,0.0,2,172,78,0
1970/01/01 01:21:14.190284,0.050494,udp,10.0.2.15,56228,  <->,192.168.33.254,53,CON,0.0,0.0,2,184,78,0
1970/01/01 01:21:14.266862,0.047326,udp,10.0.2.15,59771,  <->,192.168.33.254,53,CON,0.0,0.0,2,189,72,0
1970/01/01 01:21:14.324907,0.045535,udp,10.0.2.15,59205,  <->,192.168.33.254,53,CON,0.0,0.0,2,172,78,0
1970/01/01 01:21:14.384087,0.0481,udp,10.0.2.15,60953,  <->,192.168.33.254,53,CON,0.0,0.0,2,184,78,0
1970/01/01 01:21:19.414253,79.648064,tcp,10.0.2.15,49314,   ->,216.58.207.70,443,FSPA_FSPA,0.0,0.0,33,6584,1442,0
1970/01/01 01:21:23.243058,0.338558,tcp,10.0.2.15,49315,   ->,216.58.207.78,443,FSPA_FSPA,0.0,0.0,25,5764,1106,0
1970/01/01 01:21:23.878416,0.083015,udp,10.0.2.15,53398,  <->,192.168.33.254,53,CON,0.0,0.0,2,200,75,0
1970/01/01 01:21:23.981864,0.060764,udp,10.0.2.15,52895,  <->,192.168.33.254,53,CON,0.0,0.0,2,200,75,0
1970/01/01 01:21:24.057026,0.080553,udp,10.0.2.15,60122,  <->,192.168.33.254,53,CON,0.0,0.0,2,182,83,0
1970/01/01 01:21:24.147379,0.062643,udp,10.0.2.15,59022,  <->,192.168.33.254,53,CON,0.0,0.0,2,194,83,0
1970/01/01 01:21:25.399477,73.663933,tcp,10.0.2.15,49316,   ->,216.58.211.14,443,FSPA_FSPA,0.0,0.0,126,26712,16132,0
1970/01/01 01:21:26.344345,0.090335,udp,10.0.2.15,63530,  <->,192.168.33.254,53,CON,0.0,0.0,2,232,93,0
1970/01/01 01:21:26.441758,36.689552,tcp,10.0.2.15,49317,   ->,173.194.10.213,443,FSPA_FSPA,0.0,0.0,799,660120,17388,0
1970/01/01 01:21:26.457738,0.066646,udp,10.0.2.15,56460,  <->,192.168.33.254,53,CON,0.0,0.0,2,232,93,0
1970/01/01 01:21:26.518864,36.22327,tcp,10.0.2.15,49318,   ->,173.194.10.213,443,FSPA_FSPA,0.0,0.0,1626,1682096,22951,0
1970/01/01 01:21:26.532674,0.08128,udp,10.0.2.15,63044,  <->,192.168.33.254,53,CON,0.0,0.0,2,198,91,0
1970/01/01 01:21:26.628691,0.084164,udp,10.0.2.15,55733,  <->,192.168.33.254,53,CON,0.0,0.0,2,210,91,0
1970/01/01 01:21:27.465728,0.03784,udp,10.0.2.15,60128,  <->,192.168.33.254,53,CON,0.0,0.0,2,229,92,0
1970/01/01 01:21:27.508787,0.442889,tcp,10.0.2.15,49319,   ->,173.194.164.120,443,FSPA_FSPA,0.0,0.0,30,14147,2236,0
1970/01/01 01:21:27.524981,0.034332,udp,10.0.2.15,58944,  <->,192.168.33.254,53,CON,0.0,0.0,2,229,92,0
1970/01/01 01:21:27.565160,0.052197,udp,10.0.2.15,62019,  <->,192.168.33.254,53,CON,0.0,0.0,2,196,90,0
1970/01/01 01:21:27.631156,0.037299,udp,10.0.2.15,54709,  <->,192.168.33.254,53,CON,0.0,0.0,2,208,90,0
1970/01/01 01:21:49.838713,0.054874,udp,10.0.2.15,62900,  <->,192.168.33.254,53,CON,0.0,0.0,2,232,93,0
1970/01/01 01:21:49.899754,30.312201,tcp,10.0.2.15,49320,   ->,173.194.10.215,443,FSPA_FSPA,0.0,0.0,28,7428,1399,0
1970/01/01 01:21:49.909537,0.048175,udp,10.0.2.15,59154,  <->,192.168.33.254,53,CON,0.0,0.0,2,232,93,0
1970/01/01 01:21:49.983769,0.045987,udp,10.0.2.15,56468,  <->,192.168.33.254,53,CON,0.0,0.0,2,198,91,0
1970/01/01 01:21:50.014097,30.303532,tcp,10.0.2.15,49321,   ->,173.194.10.215,443,FSPA_FSPA,0.0,0.0,28,7422,1393,0
1970/01/01 01:21:50.048555,0.058434,udp,10.0.2.15,55649,  <->,192.168.33.254,53,CON,0.0,0.0,2,210,91,0
1970/01/01 01:21:50.128039,48.930862,tcp,10.0.2.15,49322,   ->,173.194.10.215,443,FSPA_FSPA,0.0,0.0,5062,4648486,70310,0
1970/01/01 01:21:56.848159,0.055474,udp,10.0.2.15,59451,  <->,192.168.33.254,53,CON,0.0,0.0,2,218,84,0
1970/01/01 01:21:56.950105,0.291898,tcp,10.0.2.15,49323,   ->,216.58.207.78,443,FSPA_FSPA,0.0,0.0,25,6297,1061,0
1970/01/01 01:21:57.061111,0.051311,udp,10.0.2.15,54095,  <->,192.168.33.254,53,CON,0.0,0.0,2,218,84,0
1970/01/01 01:21:57.275883,0.031704,udp,10.0.2.15,53189,  <->,192.168.33.254,53,CON,0.0,0.0,2,182,83,0
1970/01/01 01:21:57.461091,0.043124,udp,10.0.2.15,57332,  <->,192.168.33.254,53,CON,0.0,0.0,2,194,83,0
1970/01/01 01:21:58.068465,0.034726,udp,10.0.2.15,53602,  <->,192.168.33.254,53,CON,0.0,0.0,2,572,90,0
1970/01/01 01:21:58.152894,41.062077,tcp,10.0.2.15,49324,   ->,52.41.230.224,443,FSRPA_FSRPA,0.0,0.0,36,9876,5627,0
1970/01/01 01:21:58.217165,0.043991,udp,10.0.2.15,56430,  <->,192.168.33.254,53,CON,0.0,0.0,2,572,90,0
1970/01/01 01:21:58.225930,0.054576,udp,10.0.2.15,61887,  <->,192.168.33.254,53,CON,0.0,0.0,2,473,84,0
1970/01/01 01:21:58.295404,0.045821,udp,10.0.2.15,58151,  <->,192.168.33.254,53,CON,0.0,0.0,2,505,120,0
1970/01/01 01:21:58.409090,0.036793,udp,10.0.2.15,53285,  <->,192.168.33.254,53,CON,0.0,0.0,2,473,84,0
1970/01/01 01:21:58.489026,0.052557,udp,10.0.2.15,62527,  <->,192.168.33.254,53,CON,0.0,0.0,2,318,120,0
1970/01/01 01:21:58.526705,0.070452,udp,10.0.2.15,61988,  <->,192.168.33.254,53,CON,0.0,0.0,2,443,89,0
1970/01/01 01:21:58.553285,5.909309,tcp,10.0.2.15,49325,   ->,52.41.230.224,443,FSRPA_FSRPA,0.0,0.0,22,4635,920,0
1970/01/01 01:21:58.611468,0.077338,udp,10.0.2.15,61943,  <->,192.168.33.254,53,CON,0.0,0.0,2,259,89,0
1970/01/01 01:21:59.401646,0.078918,udp,10.0.2.15,49833,  <->,192.168.33.254,53,CON,0.0,0.0,2,229,92,0
1970/01/01 01:21:59.625938,1.008855,tcp,10.0.2.15,49326,   ->,173.194.24.233,443,FSPA_FSPA,0.0,0.0,32,13723,1704,0
1970/01/01 01:21:59.630620,5.813225,tcp,10.0.2.15,49327,   ->,173.194.24.233,443,FSPA_FSPA,0.0,0.0,22,6540,889,0
1970/01/01 01:21:59.635698,0.061973,udp,10.0.2.15,59330,  <->,192.168.33.254,53,CON,0.0,0.0,2,229,92,0
1970/01/01 01:21:59.786953,0.032513,udp,10.0.2.15,57303,  <->,192.168.33.254,53,CON,0.0,0.0,2,196,90,0
1970/01/01 01:21:59.842473,0.049997,udp,10.0.2.15,61382,  <->,192.168.33.254,53,CON,0.0,0.0,2,208,90,0
1970/01/01 01:22:03.223291,0.044546,udp,10.0.2.15,55409,  <->,192.168.33.254,53,CON,0.0,0.0,2,222,84,0
1970/01/01 01:22:03.280429,35.829159,tcp,10.0.2.15,49328,   ->,216.58.206.2,443,FSPA_FSPA,0.0,0.0,34,7521,1798,0
1970/01/01 01:22:03.340121,0.054449,udp,10.0.2.15,58008,  <->,192.168.33.254,53,CON,0.0,0.0,2,222,84,0
1970/01/01 01:22:03.470602,0.045758,udp,10.0.2.15,52247,  <->,192.168.33.254,53,CON,0.0,0.0,2,184,84,0
1970/01/01 01:22:03.649330,0.046071,udp,10.0.2.15,63144,  <->,192.168.33.254,53,CON,0.0,0.0,2,228,84,0
1970/01/01 01:22:03.657428,0.056035,udp,10.0.2.15,65201,  <->,192.168.33.254,53,CON,0.0,0.0,2,187,71,0
1970/01/01 01:22:03.787209,0.045156,udp,10.0.2.15,62276,  <->,192.168.33.254,53,CON,0.0,0.0,2,187,71,0
1970/01/01 01:22:03.879556,0.034932,udp,10.0.2.15,54706,  <->,192.168.33.254,53,CON,0.0,0.0,2,172,78,0
1970/01/01 01:22:03.979289,0.037518,udp,10.0.2.15,58802,  <->,192.168.33.254,53,CON,0.0,0.0,2,184,78,0
1970/01/01 01:22:04.270768,0.050236,udp,10.0.2.15,59588,  <->,192.168.33.254,53,CON,0.0,0.0,2,215,87,0
1970/01/01 01:22:04.410957,0.05243,udp,10.0.2.15,51655,  <->,192.168.33.254,53,CON,0.0,0.0,2,215,87,0
1970/01/01 01:22:04.493131,0.04001,udp,10.0.2.15,63340,  <->,192.168.33.254,53,CON,0.0,0.0,2,188,86,0
1970/01/01 01:22:04.555851,0.037547,udp,10.0.2.15,58162,  <->,192.168.33.254,53,CON,0.0,0.0,2,200,86,0
1970/01/01 01:22:04.572108,0.039208,udp,10.0.2.15,50905,  <->,192.168.33.254,53,CON,0.0,0.0,2,164,74,0
1970/01/01 01:22:04.737058,0.128563,udp,10.0.2.15,59504,  <->,192.168.33.254,53,CON,0.0,0.0,2,164,74,0
1970/01/01 01:22:05.069630,0.04675,udp,10.0.2.15,63911,  <->,192.168.33.254,53,CON,0.0,0.0,2,164,74,0
1970/01/01 01:22:05.164470,0.049033,udp,10.0.2.15,57541,  <->,192.168.33.254,53,CON,0.0,0.0,2,176,74,0
1970/01/01 01:22:14.890418,0.069069,udp,10.0.2.15,50703,  <->,192.168.33.254,53,CON,0.0,0.0,2,229,82,0
1970/01/01 01:22:15.005030,0.059063,udp,10.0.2.15,60249,  <->,192.168.33.254,53,CON,0.0,0.0,2,229,82,0
1970/01/01 01:22:15.119325,0.046293,udp,10.0.2.15,55374,  <->,192.168.33.254,53,CON,0.0,0.0,2,206,95,0
1970/01/01 01:22:15.181599,0.060181,udp,10.0.2.15,61340,  <->,192.168.33.254,53,CON,0.0,0.0,2,218,95,0
1970/01/01 01:22:19.525836,0.049811,udp,10.0.2.15,64807,  <->,192.168.33.254,53,CON,0.0,0.0,2,189,72,0
1970/01/01 01:22:19.594178,0.469823,tcp,10.0.2.15,49329,   ->,216.58.207.78,443,FSPA_FSPA,0.0,0.0,23,6160,1049,0
1970/01/01 01:22:19.730449,0.036736,udp,10.0.2.15,60749,  <->,192.168.33.254,53,CON,0.0,0.0,2,189,72,0
1970/01/01 01:22:19.784186,0.039426,udp,10.0.2.15,62403,  <->,192.168.33.254,53,CON,0.0,0.0,2,172,78,0
1970/01/01 01:22:19.869649,0.054834,udp,10.0.2.15,52212,  <->,192.168.33.254,53,CON,0.0,0.0,2,184,78,0
1970/01/01 01:22:21.605795,0.057962,udp,10.0.2.15,58058,  <->,192.168.33.254,53,CON,0.0,0.0,2,200,75,0
1970/01/01 01:22:21.711834,0.035321,udp,10.0.2.15,51094,  <->,192.168.33.254,53,CON,0.0,0.0,2,200,75,0
1970/01/01 01:22:21.763820,0.030549,udp,10.0.2.15,56062,  <->,192.168.33.254,53,CON,0.0,0.0,2,182,83,0
1970/01/01 01:22:21.817402,0.038291,udp,10.0.2.15,54164,  <->,192.168.33.254,53,CON,0.0,0.0,2,194,83,0
1970/01/01 01:22:22.172277,0.062343,udp,10.0.2.15,60745,  <->,192.168.33.254,53,CON,0.0,0.0,2,210,80,0
1970/01/01 01:22:22.314207,0.548501,tcp,10.0.2.15,49330,   ->,216.58.207.78,443,FSPA_FSPA,0.0,0.0,23,6185,1057,0
1970/01/01 01:22:22.315762,16.74626,tcp,10.0.2.15,49331,   ->,216.58.207.78,443,FSPA_FSPA,0.0,0.0,35,7746,1814,0
1970/01/01 01:22:22.653683,0.061332,udp,10.0.2.15,64858,  <->,192.168.33.254,53,CON,0.0,0.0,2,210,80,0
1970/01/01 01:22:22.779303,0.074444,udp,10.0.2.15,55048,  <->,192.168.33.254,53,CON,0.0,0.0,2,182,83,0
1970/01/01 01:22:22.925509,0.065262,udp,10.0.2.15,58398,  <->,192.168.33.254,53,CON,0.0,0.0,2,194,83,0
1970/01/01 01:22:44.029131,0.145124,udp,10.0.2.15,65400,  <->,192.168.33.254,53,CON,0.0,0.0,2,473,84,0
1970/01/01 01:22:44.218112,720.196594,tcp,10.0.2.15,49336,   ->,52.222.174.104,80,FSPA_FSPA,0.0,0.0,176,19074,7906,0
